ID,Case ID,Case Name,Group ID,Group Name,Item Name,Item Type,Created by User Name,Created by User ID,Created Time,Last Edited by User Name,Last Edited by User ID,Last Edited Time,isDeleted
4236,4,Laptop Theft,164,Group 11,Chinese I,event,edc5129,180,11/14/2016-14:09:59,edc5129,180,11/14/2016-14:09:59,False
4235,4,Laptop Theft,162,Team13,job,event,mzc5605,196,11/14/2016-14:09:58,mzc5605,196,11/14/2016-14:09:59,False
4234,4,Laptop Theft,165,group14,Wartik,location,qzs5049,187,11/14/2016-14:09:50,qzs5049,187,11/14/2016-14:09:50,False
4233,4,Laptop Theft,158,Group 12,Schlow Centre Region Library,location,oto5029,186,11/14/2016-14:09:44,oto5029,186,11/14/2016-14:09:44,False
4232,4,Laptop Theft,158,Group 12,Practicum,event,oto5029,186,11/14/2016-14:09:44,oto5029,186,11/15/2016-18:43:48,False
4231,4,Laptop Theft,166,Team01,Got my,event,cke5030,182,11/14/2016-14:09:36,cke5030,182,11/14/2016-14:09:36,False
4230,4,Laptop Theft,162,Team13,teleconference,event,srf5197,170,11/14/2016-14:09:17,srf5197,170,11/14/2016-14:09:17,False
4229,4,Laptop Theft,171,Team 7,work,event,lgs5102,183,11/14/2016-14:09:11,lgs5102,183,11/14/2016-14:20:20,False
4228,4,Laptop Theft,162,Team13,working,event,mzc5605,196,11/14/2016-14:08:59,mzc5605,196,11/14/2016-14:08:59,False
4227,4,Laptop Theft,166,Team01,Business Building,location,cke5030,182,11/14/2016-14:08:52,cke5030,182,11/14/2016-14:08:52,False
4226,4,Laptop Theft,166,Team01,Business Building,location,cke5030,182,11/14/2016-14:08:52,cke5030,182,11/14/2016-14:08:52,False
4225,4,Laptop Theft,166,Team01,Business Building,location,cke5030,182,11/14/2016-14:08:52,cke5030,182,11/14/2016-14:08:52,False
4224,4,Laptop Theft,166,Team01,Business Building,location,cke5030,182,11/14/2016-14:08:52,cke5030,182,11/14/2016-14:08:52,False
4223,4,Laptop Theft,166,Team01,Business Building,location,cke5030,182,11/14/2016-14:08:52,cke5030,182,11/14/2016-14:08:52,False
4222,4,Laptop Theft,166,Team01,Will be,event,cke5030,182,11/14/2016-14:08:52,cke5030,182,11/14/2016-14:08:52,False
4221,4,Laptop Theft,171,Team 7,Henderson,location,zvh5096,188,11/14/2016-14:08:51,zvh5096,188,11/14/2016-14:08:51,False
4220,4,Laptop Theft,162,Team13,Tay's car,location,njk5148,192,11/14/2016-14:08:47,njk5148,192,11/14/2016-14:08:47,False
4219,4,Laptop Theft,162,Team13,Frank,person,njk5148,192,11/14/2016-14:08:47,njk5148,192,11/14/2016-14:09:03,False
4218,4,Laptop Theft,162,Team13,Unknown,event,njk5148,192,11/14/2016-14:08:47,njk5148,192,11/14/2016-14:08:47,False
4217,4,Laptop Theft,158,Group 12,Willard 211,location,oto5029,186,11/14/2016-14:08:30,oto5029,186,11/14/2016-14:08:30,False
4216,4,Laptop Theft,158,Group 12,Luke,person,oto5029,186,11/14/2016-14:08:30,bxb5268,197,11/15/2016-20:22:59,False
4215,4,Laptop Theft,158,Group 12,Japanese Literature,event,oto5029,186,11/14/2016-14:08:30,oto5029,186,11/14/2016-14:08:30,False
4213,4,Laptop Theft,164,Group 11,Willard 106,location,edc5129,180,11/14/2016-14:08:24,edc5129,180,11/14/2016-14:08:24,False
4212,4,Laptop Theft,164,Group 11,Symbolic Logic,event,edc5129,180,11/14/2016-14:08:24,edc5129,180,11/14/2016-14:08:24,False
4211,4,Laptop Theft,160,Team Awesome ,vandalized my car,event,jda5248,189,11/14/2016-14:08:01,jda5248,189,11/14/2016-14:08:01,False
4210,4,Laptop Theft,158,Group 12,Forum,location,oto5029,186,11/14/2016-14:07:35,oto5029,186,11/14/2016-14:07:35,False
4209,4,Laptop Theft,158,Group 12,Kristin,person,oto5029,186,11/14/2016-14:07:35,oto5029,186,11/14/2016-14:07:35,False
4208,4,Laptop Theft,158,Group 12,Introduction to psychology,event,oto5029,186,11/14/2016-14:07:35,oto5029,186,11/14/2016-14:07:35,False
4207,4,Laptop Theft,171,Team 7,Garner,location,lgs5102,183,11/14/2016-14:06:59,lgs5102,183,11/14/2016-14:06:59,False
4205,4,Laptop Theft,158,Group 12,Rackley,location,oto5029,186,11/14/2016-14:06:39,oto5029,186,11/14/2016-14:06:39,False
4204,4,Laptop Theft,158,Group 12,spanish,event,oto5029,186,11/14/2016-14:06:39,oto5029,186,11/14/2016-14:06:39,False
4203,4,Laptop Theft,160,Team Awesome ,3hour basketball practices,event,jda5248,189,11/14/2016-14:06:08,jda5248,189,11/14/2016-14:06:08,False
4202,4,Laptop Theft,162,Team13,Starbucks on Garner,location,mzc5605,196,11/14/2016-14:06:05,mzc5605,196,11/14/2016-14:06:05,False
4201,4,Laptop Theft,164,Group 11,Kern 105,location,edc5129,180,11/14/2016-14:06:01,edc5129,180,11/14/2016-14:06:01,False
4200,4,Laptop Theft,164,Group 11,International Relations,event,edc5129,180,11/14/2016-14:06:01,edc5129,180,11/14/2016-14:07:09,False
4199,4,Laptop Theft,162,Team13,Whitney,person,mzc5605,196,11/14/2016-14:05:57,mzc5605,196,11/14/2016-14:07:04,False
4198,4,Laptop Theft,171,Team 7,Forum,location,zvh5096,188,11/14/2016-14:05:50,zvh5096,188,11/14/2016-14:05:50,False
4197,4,Laptop Theft,166,Team01,White Building,location,cke5030,182,11/14/2016-14:05:50,cke5030,182,11/14/2016-14:05:50,False
4196,4,Laptop Theft,171,Team 7,Introduction to psychology,event,zvh5096,188,11/14/2016-14:05:50,zvh5096,188,11/14/2016-14:09:47,True
4195,4,Laptop Theft,171,Team 7,Xavier,person,lgs5102,183,11/14/2016-14:05:42,zvh5096,188,11/14/2016-14:10:28,False
4194,4,Laptop Theft,162,Team13,Orin,person,mzc5605,196,11/14/2016-14:05:42,mzc5605,196,11/14/2016-14:07:00,False
4193,4,Laptop Theft,158,Group 12,Information systems,event,oto5029,186,11/14/2016-14:05:42,oto5029,186,11/14/2016-14:05:42,False
4192,4,Laptop Theft,162,Team13,Dante,person,mzc5605,196,11/14/2016-14:05:24,mzc5605,196,11/14/2016-14:07:09,False
4191,4,Laptop Theft,162,Team13,Vanesa,person,mzc5605,196,11/14/2016-14:05:19,mzc5605,196,11/14/2016-14:07:14,False
4190,4,Laptop Theft,166,Team01,College 9 Theater,location,cke5030,182,11/14/2016-14:04:58,cke5030,182,11/14/2016-14:04:58,False
4189,4,Laptop Theft,166,Team01,Starbucks on Garner,location,aes5754,205,11/14/2016-14:04:33,aes5754,205,11/14/2016-14:04:33,False
4188,4,Laptop Theft,166,Team01,Starbucks on Garner,location,aes5754,205,11/14/2016-14:04:33,aes5754,205,11/14/2016-14:04:33,False
4187,4,Laptop Theft,166,Team01,Starbucks on Garner,location,aes5754,205,11/14/2016-14:04:33,aes5754,205,11/14/2016-14:04:33,False
4186,4,Laptop Theft,166,Team01,Mondays from 1-4pm,event,aes5754,205,11/14/2016-14:04:33,aes5754,205,11/14/2016-14:04:33,False
4185,4,Laptop Theft,165,group14,Luke Class,event,qzs5049,187,11/14/2016-14:04:25,qzs5049,187,11/14/2016-14:04:25,False
4184,4,Laptop Theft,165,group14,Zahra,person,eme5118,195,11/14/2016-14:04:21,eme5118,195,11/14/2016-14:04:21,False
4183,4,Laptop Theft,162,Team13,Ottos,location,njk5148,192,11/14/2016-14:04:21,njk5148,192,11/14/2016-14:04:21,False
4182,4,Laptop Theft,162,Team13,work,event,njk5148,192,11/14/2016-14:04:20,njk5148,192,11/14/2016-14:04:21,False
4181,4,Laptop Theft,165,group14,Working out,event,eme5118,195,11/14/2016-14:04:13,eme5118,195,11/14/2016-14:04:13,False
4180,4,Laptop Theft,162,Team13,Isabel,person,mzc5605,196,11/14/2016-14:04:06,mzc5605,196,11/14/2016-14:07:26,False
4179,4,Laptop Theft,158,Group 12,Keller,location,oto5029,186,11/14/2016-14:04:01,oto5029,186,11/14/2016-14:04:01,False
4178,4,Laptop Theft,158,Group 12,Greg,person,oto5029,186,11/14/2016-14:04:01,oto5029,186,11/14/2016-14:04:01,False
4177,4,Laptop Theft,158,Group 12,Data Management,event,oto5029,186,11/14/2016-14:04:01,oto5029,186,11/14/2016-14:04:01,False
4176,4,Laptop Theft,159,Team 6,Frank Leaves home at 12 pm,event,rad5404,150,11/14/2016-14:03:50,rad5404,150,11/14/2016-14:03:50,False
4175,4,Laptop Theft,166,Team01,Ursela,person,cke5030,182,11/14/2016-14:03:34,cke5030,182,11/14/2016-14:03:34,False
4174,4,Laptop Theft,159,Team 6,laps,event,sml5746,191,11/14/2016-14:03:30,sml5746,191,11/14/2016-14:03:30,False
4173,4,Laptop Theft,166,Team01,Brandon,person,ajm6169,208,11/14/2016-14:03:18,ajm6169,208,11/14/2016-14:03:46,False
4172,4,Laptop Theft,171,Team 7,Whitney,person,lgs5102,183,11/14/2016-14:03:06,zvh5096,188,11/14/2016-22:07:54,False
4171,4,Laptop Theft,159,Team 6,working out,event,sml5746,191,11/14/2016-14:03:01,sml5746,191,11/14/2016-14:03:01,False
4170,4,Laptop Theft,166,Team01,Paterno Library,location,aes5754,205,11/14/2016-14:02:56,aes5754,205,11/14/2016-14:02:56,False
4169,4,Laptop Theft,159,Team 6,Xavier working out,event,rad5404,150,11/14/2016-14:02:39,rad5404,150,11/14/2016-14:02:39,False
4168,4,Laptop Theft,166,Team01,Sean,person,cke5030,182,11/14/2016-14:02:39,cke5030,182,11/14/2016-14:02:39,False
4167,4,Laptop Theft,162,Team13,Kristin,person,njk5148,192,11/14/2016-14:02:24,njk5148,192,11/14/2016-14:02:24,False
4166,4,Laptop Theft,164,Group 11,Presidential Campaign Group,organization,nzj5049,185,11/14/2016-14:02:16,nzj5049,185,11/14/2016-14:02:16,False
